,Age,Average_Repayment_Status,0
754,43,5.333333333333333,2
755,44,-2.0,61
756,44,-1.8333333333333333,2
757,44,-1.6666666666666667,8
758,44,-1.5,22
759,44,-1.3333333333333333,11
760,44,-1.1666666666666667,18
761,44,-1.0,74
762,44,-0.8333333333333334,30
763,44,-0.6666666666666666,26
764,44,-0.5,16
765,44,-0.3333333333333333,20
766,44,-0.16666666666666666,23
767,44,0.0,230
768,44,0.16666666666666666,6
769,44,0.3333333333333333,43
770,44,0.5,12
771,44,0.6666666666666666,9
772,44,0.8333333333333334,6
773,44,1.0,10
774,44,1.1666666666666667,9
775,44,1.3333333333333333,11
776,44,1.5,7
777,44,1.6666666666666667,3
778,44,1.8333333333333333,5
779,44,2.0,17
780,44,2.1666666666666665,4
781,44,2.5,1
782,44,2.6666666666666665,1
783,44,3.0,1
784,44,3.6666666666666665,1
785,44,4.666666666666667,1
786,44,5.0,1
787,44,5.166666666666667,1
788,44,5.5,1
789,45,-2.0,47
790,45,-1.8333333333333333,1
791,45,-1.6666666666666667,5
792,45,-1.5,12
793,45,-1.3333333333333333,12
794,45,-1.1666666666666667,14
795,45,-1.0,65
796,45,-0.8333333333333334,21
797,45,-0.6666666666666666,24
798,45,-0.5,18
799,45,-0.3333333333333333,24
800,45,-0.16666666666666666,17
801,45,0.0,210
802,45,0.16666666666666666,5
803,45,0.3333333333333333,39
804,45,0.5,15
805,45,0.6666666666666666,14
806,45,0.8333333333333334,6
807,45,1.0,6
808,45,1.1666666666666667,7
809,45,1.3333333333333333,7
810,45,1.5,6
811,45,1.6666666666666667,4
812,45,1.8333333333333333,8
813,45,2.0,7
814,45,2.1666666666666665,2
815,45,2.8333333333333335,2
816,45,3.0,1
817,45,4.0,1
818,46,-2.0,47
819,46,-1.8333333333333333,1
820,46,-1.6666666666666667,2
821,46,-1.5,11
822,46,-1.3333333333333333,7
823,46,-1.1666666666666667,8
824,46,-1.0,57
825,46,-0.8333333333333334,19
826,46,-0.6666666666666666,23
827,46,-0.5,21
828,46,-0.3333333333333333,16
829,46,-0.16666666666666666,25
830,46,0.0,173
831,46,0.16666666666666666,7
832,46,0.3333333333333333,27
833,46,0.5,18
834,46,0.6666666666666666,15
835,46,0.8333333333333334,7
836,46,1.0,9
837,46,1.1666666666666667,10
838,46,1.3333333333333333,9
839,46,1.5,4
840,46,1.6666666666666667,6
841,46,1.8333333333333333,12
842,46,2.0,10
843,46,2.1666666666666665,2
844,46,2.3333333333333335,2
845,46,2.5,3
846,46,2.6666666666666665,2
847,46,2.8333333333333335,1
848,46,3.0,1
849,46,3.3333333333333335,1
850,46,5.5,1
851,47,-2.0,44
852,47,-1.8333333333333333,3
853,47,-1.6666666666666667,5
854,47,-1.5,14
855,47,-1.3333333333333333,10
856,47,-1.1666666666666667,9
857,47,-1.0,57
858,47,-0.8333333333333334,16
859,47,-0.6666666666666666,24
860,47,-0.5,4
861,47,-0.3333333333333333,17
862,47,-0.16666666666666666,17
863,47,0.0,149
864,47,0.16666666666666666,3
865,47,0.3333333333333333,29
866,47,0.5,11
867,47,0.6666666666666666,7
868,47,0.8333333333333334,10
869,47,1.0,11
870,47,1.1666666666666667,7
871,47,1.3333333333333333,10
872,47,1.5,3
873,47,1.6666666666666667,3
874,47,1.8333333333333333,5
875,47,2.0,14
876,47,2.1666666666666665,4
877,47,2.5,4
878,47,3.3333333333333335,1
879,47,6.0,1
880,48,-2.0,35
881,48,-1.6666666666666667,4
882,48,-1.5,12
883,48,-1.3333333333333333,7
884,48,-1.1666666666666667,12
885,48,-1.0,39
886,48,-0.8333333333333334,16
887,48,-0.6666666666666666,22
888,48,-0.5,16
889,48,-0.3333333333333333,25
890,48,-0.16666666666666666,29
891,48,0.0,146
892,48,0.16666666666666666,7
893,48,0.3333333333333333,26
894,48,0.5,8
895,48,0.6666666666666666,6
896,48,0.8333333333333334,7
897,48,1.0,6
898,48,1.1666666666666667,1
899,48,1.3333333333333333,6
900,48,1.5,2
901,48,1.6666666666666667,3
902,48,1.8333333333333333,2
903,48,2.0,10
904,48,2.1666666666666665,2
905,48,2.3333333333333335,3
906,48,2.5,2
907,48,3.1666666666666665,1
908,48,4.666666666666667,1
909,48,5.333333333333333,1
910,49,-2.0,34
911,49,-1.8333333333333333,1
912,49,-1.6666666666666667,4
913,49,-1.5,21
914,49,-1.3333333333333333,12
915,49,-1.1666666666666667,6
916,49,-1.0,39
917,49,-0.8333333333333334,19
918,49,-0.6666666666666666,24
919,49,-0.5,15
920,49,-0.3333333333333333,23
921,49,-0.16666666666666666,10
922,49,0.0,139
923,49,0.16666666666666666,2
924,49,0.3333333333333333,31
925,49,0.5,10
926,49,0.6666666666666666,11
927,49,0.8333333333333334,5
928,49,1.0,7
929,49,1.1666666666666667,7
930,49,1.3333333333333333,3
931,49,1.5,2
932,49,1.8333333333333333,4
933,49,2.0,11
934,49,2.1666666666666665,2
935,49,2.3333333333333335,1
936,49,3.3333333333333335,1
937,50,-2.0,31
938,50,-1.6666666666666667,6
939,50,-1.5,9
940,50,-1.3333333333333333,12
941,50,-1.1666666666666667,8
942,50,-1.0,39
943,50,-0.8333333333333334,15
944,50,-0.6666666666666666,17
945,50,-0.5,20
946,50,-0.3333333333333333,3
947,50,-0.16666666666666666,14
948,50,0.0,119
949,50,0.16666666666666666,6
950,50,0.3333333333333333,38
951,50,0.5,5
952,50,0.6666666666666666,6
953,50,0.8333333333333334,4
954,50,1.0,6
955,50,1.1666666666666667,5
956,50,1.3333333333333333,6
957,50,1.5,2
958,50,1.6666666666666667,1
959,50,1.8333333333333333,8
960,50,2.0,13
961,50,2.1666666666666665,3
962,50,2.3333333333333335,1
963,50,2.6666666666666665,1
964,50,2.8333333333333335,1
965,50,3.6666666666666665,1
966,50,4.5,1
967,50,5.333333333333333,1
968,51,-2.0,25
969,51,-1.8333333333333333,1
970,51,-1.6666666666666667,3
971,51,-1.5,12
972,51,-1.3333333333333333,7
973,51,-1.1666666666666667,7
974,51,-1.0,24
975,51,-0.8333333333333334,12
976,51,-0.6666666666666666,10
977,51,-0.5,16
978,51,-0.3333333333333333,9
979,51,-0.16666666666666666,10
980,51,0.0,119
981,51,0.3333333333333333,20
982,51,0.5,7
983,51,0.6666666666666666,13
984,51,0.8333333333333334,6
985,51,1.0,7
986,51,1.1666666666666667,3
987,51,1.3333333333333333,7
988,51,1.5,1
989,51,1.6666666666666667,3
990,51,1.8333333333333333,1
991,51,2.0,5
992,51,2.1666666666666665,2
993,51,2.6666666666666665,1
994,51,3.1666666666666665,1
995,51,4.666666666666667,1
996,52,-2.0,17
997,52,-1.8333333333333333,2
998,52,-1.6666666666666667,3
999,52,-1.5,11
1000,52,-1.3333333333333333,4
1001,52,-1.1666666666666667,5
1002,52,-1.0,20
1003,52,-0.8333333333333334,6
1004,52,-0.6666666666666666,9
1005,52,-0.5,9
1006,52,-0.3333333333333333,6
1007,52,-0.16666666666666666,10
1008,52,0.0,101
1009,52,0.16666666666666666,8
1010,52,0.3333333333333333,22
1011,52,0.5,10
1012,52,0.6666666666666666,8
1013,52,0.8333333333333334,10
1014,52,1.0,5
1015,52,1.1666666666666667,7
1016,52,1.3333333333333333,5
1017,52,1.5,2
1018,52,1.6666666666666667,1
1019,52,1.8333333333333333,3
1020,52,2.0,6
1021,52,2.1666666666666665,2
1022,52,2.5,2
1023,52,2.6666666666666665,1
1024,52,3.0,1
1025,52,4.666666666666667,1
1026,52,5.333333333333333,2
1027,53,-2.0,28
